,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
2350,,LOC,ennast,.,Nagu,ütleb,vana,prantsuse,rahvasuu,:,kes,ennast,õigustab
2351,,LOC,töötuks,jäämine,.,Notre,Dame'is,vene,keelt,õpetanud,Lena,kannatab,rohkem
2352,,LOC,.,Veatult,nii,inglise,kui,vene,keelt,kõnelev,Kionka,on,lõpetanud
2353,,LOC,hakkas,äri,ajama,juba,enne,vene,aja,lõppu,.,Ta,kasutas
2354,,LOC,ühendused,",",idamaised,restoranid,ja,vene,striptiisibaari,.,Siin,on,pisike
2355,,LOC,silmad,ette,.,Kuigi,enamikus,vene,soost,",",oskavad,nad,pea
2356,,LOC,vett,Pööra,ette,teine,pale,Londoni,politsei,värbab,ainult,väga,kannatlikke
2357,,LOC,Faraday,andekas,õpipoisipõli,19.,sajandi,Briti,teadlane,Michael,Faraday,lahkus,koolist
2358,,LOC,peened,sõrmed,suu,juurde,nagu,prantsuse,veinimeister,",",kes,kiidab,oma
2359,,LOC,neist,kõige,tuntum,17.,sajandi,prantsuse,helilooja,Marc-Antoine,Charpentier,',“
2360,,LOC,selle,käepärasema,lehitsemise,jaoks,kujundas,prantsuse,disainistaar,Philippe,Starck,erilise,raamatupuldi
2361,,LOC,.,Eelistan,loodusele,kunsti,",",prantsuse,pargikunsti,inglise,omale,.,Pealegi
2362,,LOC,on,Cencorship,toimetaja,Judith,Vidal-Hall,Londonist,teadvustas,üsna,tavatu,tsensuurivastase,publikatsiooni
2363,,LOC,lühitekste,hiina,",",inglise,",",vene,",",tiibeti,ja,veel,mingis
2364,,LOC,.,Kolm,kuud,laagerdumist,uues,prantsuse,tammest,vaadis,teeb,veinist,nime
2365,,LOC,just,selle,laua,ääres,arutatud,vene,okupatsioonivõimudega,Austria,iseseisvumise,tingimusi,.
2366,,LOC,sest,kõik,vanemad,veinid,jõid,vene,okupandid,ära,.,KUIGI,EESTIS
2367,,LOC,H,.,M.S. Fable,”,(,London,),Fakt,:,vennad,Michael
2368,,LOC,",",teater,ja,kino,näiteks,vene,filmile,",",teatrile,ja,kirjandusele
2369,,LOC,niivõrd,kaugele,arenenud,.,Mu,vene,ja,briti,kolleegid,teevad,tõelist
2370,PER,LOC,Nimelt,oli,Mikroneesia,ehk,Karoliinid,Saksa,koloonia,aastatel,1886,-,-1914
2371,,LOC,Venemaa,luureteenistus,töötab,heas,koostöös,vene,organiseeritud,kuritegevusega,.,Osa,omaaegseid
2372,,LOC,üldse,hääldada,Ivanov,",",kui,vene,järgi,sõna,Ivan,on,","
2373,,LOC,kuidas,...,”,“,Aga,vene,alfabeedis,?,”,“,Ka
2374,,LOC,niimoodi,tasapisi,.,Tegelikult,...,vene,punased,olid,siis,...,oli
2375,,PER,puudutab,kaitsepolitseid,",",siis,“,Tõnu,”,Lasnamäelt,lihtsalt,ei,näe
2376,ORG,LOC,tegemist,on,Haapsalus,elava,ESS,Lääne,töötaja,Jaan,Saarnaga,.,Kohe
2377,ORG,LOC,Saarnaga,.,Kohe,teavitati,ESS,Lääne,direktorit,Aivar,Pärna,",",kes
2378,,LOC,otsida,--,Savisaar,on,puhast,vene,päritolu,.,Vähemalt,nii,usub
2379,,LOC,Vastse-Kuustes,tööd,taluteenijana,.,Kena,vene,nooriku,peale,jäi,kiiresti,kohalikus
2380,,LOC,nimeks,Edgar,.,“,Kas,vene,naine,kannab,18,kuud,või
2381,,LOC,siirduvatel,luksuslaevadel,ja,kiiruga,ümberehitatud,vene,päritoluga,jäälõhkujatel,",",satuvad,ilmselt
2382,PER,LOC,ning,pärandas,ülejäänud,University,College'ile,Londonis,.,Andes,endale,aru,","
2383,,LOC,valmistatud,kondoome,.,VÄHIVABAKS,-,Briti,arstid,püüavad,luua,vähivabu,lapsi
2384,,LOC,18,miljoni,naelast,kannabise-äri,.,Londoni,ärimees,Paul,Newman,kasutas,oma
2385,ORG,PER,nii,",",nagu,“,Rummu,Jüri,”,osa,ette,näeb,.
2386,,LOC,kirjutasin,",",muutus,ühetooniliseks,nagu,vene,kord,isegi,.,Suurem,osa
2387,,LOC,probleem,.,Pirita,hotellis,üritas,vene,räkit,firmalt,raha,välja,pressida
2388,,LOC,.,Maja,ees,parkisid,uhked,vene,autod,--,paar,Lada,08-t
2389,,LOC,.,Dirigent,Richard,Balcombe,(,London,),.,Paldiski,sõjaväebaasi,riviväljakul
2390,PER,LOC,Kuid,mingi,kontseptsiooni,sai,McCormick,Ameerikasse,tagasi,minnes,kaasa,.,Möödunud
2391,,LOC,.,10,beebit,.,10,vene,moodi,.,10,padrunit,.
2392,,LOC,Vabariigist,on,hävinud,.,Kui,Vene,luure,tegutses,tollal,äärmiselt,tõhusalt
2393,,LOC,eelmisel,ametiajal,palju-palju,segase,taustaga,vene,ärimehi,ja,kohalikke,vene,firmasid
2394,,LOC,taustaga,vene,ärimehi,ja,kohalikke,vene,firmasid,?,Mida,said,nemad
2395,,LOC,rõhutas,",",et,tal,on,vene,hing,",",vene,kasvatus,ja
2396,,LOC,tal,on,vene,hing,",",vene,kasvatus,ja,vene,haridus,.
2397,,LOC,hing,",",vene,kasvatus,ja,vene,haridus,.,See,oli,Eesti
2398,,LOC,Ungaris,sündinud,naise,nimele,.,Londoni,ja,New,Yorgi,uurijad,esitaksid
2399,,LOC,vastased,süüdistavad,teda,leebes,suhtumises,vene,korruptsiooni,.,Tundlad,Moskvast,USAsse
2400,,LOC,Mogiljevitši,ja,“,kuuma,”,vene,raha,jälgi,ajanud,juba,aastaid
2401,,LOC,kaudu,liigutas,Benex,Worldwide,--,Briti,firma,",",mida,juhiti,vene
2402,,LOC,Briti,firma,",",mida,juhiti,vene,ärimehe,Peter,Berlini,kodust,Londonis
2403,,LOC,naine,Lucy,Edwards,töötas,panga,Londoni,osakonna,asepresidendina,.,Pank,on
2404,,LOC,Aastaid,oli,Scotland,Yard,hoiatanud,vene,organiseeritud,kuritegevuse,leviku,eest,.
2405,,LOC,et,politseinikud,olid,komistanud,maffiabossi,Briti,lüli,otsa,.,Ta,kirjutas
2406,,LOC,raha,kuritegelikku,päritolu,.,Vaatamata,Briti,kõrgete,politseiametnike,käigule,Moskvasse,","
2407,,LOC,Mõõk,”,juhtis,esmakordselt,tähelepanu,vene,organiseeritud,kuritegevuse,sisseimbumisele,Citysse,.
2408,,LOC,suurendanud,valvsust,“,kuuma,”,vene,raha,suhtes,.,Üks,Suurbritannias
2409,,LOC,klubis,.,Nagu,teisedki,kahtlusalused,vene,gängsterid,on,ta,lääne,uurijaid
2410,,LOC,kasutatakse,tänapäeval,ka,sõjapidamisvahendina,.,Briti,ametkonnale,",",mis,tegeleb,üha
2411,,LOC,sotsiaalsusest,",",mitte,aga,ekstravagantsest,prantsuse,filosoofiast,või,esoteerilisest,saksa,kunstist
2412,,LOC,Seda,teavad,kõik,",",kes,vene,ajal,mingeid,töid,kirjutasid,.
2413,,LOC,Kalmõkkia,khaan,Iljumžinov,",",keda,vene,ajakirjandus,aeg-ajalt,mõne,mõrvaga,seostab
2414,PER,LOC,massihullust,millenniumivahetuse,Jeruusalemmas,.,ELHONEN,SAKS,Kuukirja,Hašachar,toimetaja,Iisraelis,algab
2415,,LOC,lugeda,Adolf,Hitlerist,mitte,nõukogude,vene,vaatenurga,alt,.,Ongi,viimane
2416,,LOC,n,',bass,albumeid,.,Londoni,duo,(,Chris,Goss,ja
2417,,LOC,öelnud,",",et,tal,on,vene,kasvatus,ja,vene,haridus,.
2418,,LOC,tal,on,vene,kasvatus,ja,vene,haridus,.,“,Ka,mina
2419,,LOC,aastat,Ufaa,lastekodus,andis,kindlasti,vene,kasvatuse,ja,TPI,insenerihariduse,kohta
2420,,LOC,öelda,",",et,see,on,vene,haridus,.,Selle,“,vene
2421,,LOC,vene,haridus,.,Selle,“,vene,”,hariduse,saamiseks,tuli,tal
2422,ORG,LOC,omane,populistlik,libekeelsus,.,“,Viljandi,suurkogul,olin,eestseisuse,kandidaadiks,seatud
2423,,LOC,hüüab,“,za,”,ja,vene,saadikud,vajutavad,rohelist,nuppu,.
2424,,LOC,tekitanud,Freiberga,lubadus,ära,õppida,vene,keel,.,“,Selleks,","
2425,,ORG,lõpetanud,Tartu,ülikooli,juristina,.,Keskerakonda,ei,armasta,keegi,Miks,on
2426,,LOC,ära,saksa,rahva,",",Stalin,vene,rahva,ja,meie,rahvas,on
2427,,LOC,eestikeelsete,subtiitriteta,.,Et,siis,vene,keelt,mitteoskav,inimene,teaks,mitte
2428,,LOC,pea,ennast,separatistiks,",",vaid,vene,patrioodiks,.,“,Praegu,läheb
2429,,LOC,”,Vahhabiidid,ei,näe,endale,vene,õigeusu,kirikus,mingit,vastast,.
2430,,LOC,koos,elada,isegi,eesti,ja,vene,rahvusest,perekonnal,--,täielik,absurd
2431,,LOC,.,Rahvusvaheliselt,tunnustatud,ameerika,",",prantsuse,ja,belgia,lauljate,kõrval,esinesid
2432,,LOC,koosneva,kingituse,tegi,laamale,üks,prantsuse,usuliikumise,juhte,abee,Pierre,.
2433,PER,LOC,innustunult,),:,“,Katrin,Saks,on,uus,minister,...,”
2434,,LOC,”,.,Mulle,oli,tolle,prantsuse,nimega,briti,--,elab,jah
2435,,LOC,neist,on,Ida-Virumaa,tööstuslinnadest,pärinevad,vene,neiud,.,Aga,politsei,pigistab
2436,,LOC,politseinikest,on,Ida-Virumaa,tööstuslinnadest,pärinevad,vene,noormehed,.,Nende,(,mitte
2437,,LOC,sisustus,ja,mööbel,on,pärit,vene,ajast,ja,tõenäoliselt,ma,seda
2438,,LOC,ju,ei,kasuta,.,Aga,vene,ajal,abiellusime,küll,.,MARICA
2439,,LOC,asi,",",traktor,on,mul,vene,ajal,ostetud,.,Ja,auto
2440,,LOC,midagi,öelda,.,Ega,need,vene,pliidid,",",raadiod,ja,pesumasinad
2441,,LOC,?,HELEN,MAHMASTOL,VIBE-korraldajast,eksmiss,Vene,ajal,ostetud,...,Oooo,","
2442,,LOC,on,vanem,kui,Pätsu,“,vene,hing,”,",",see,pärineb
2443,,LOC,Sellest,",",kuidas,üht,vana,vene,artisti,ahv,tagumikust,hammustas,ja
2444,,LOC,pikkade,bakenbardidega,meenutab,Ellison,mõnda,vene,mõisnikku,Turgenevi,lugudest,.,Mees
2445,,LOC,.,ARMASTUS,JA,POLIITIKA,-,Hollandi,kroonprintsi,argentiinlannast,tüdruksõbra,mainet,varjutab
2446,,LOC,argentiinlane,”,",",võiksin,vist,prantsuse,kõnekäändu,abiks,võttes,Maxima,perekonda
2447,,LOC,",",kuid,teised,lehed,võisid,vene,tolli,selle,eest,juba,sõimata
2448,,LOC,15.02.91,),",",Ando,Keskküla,vene,paviljoni,retseptsioonist,Veneetsias,(,15.03.91
2449,,ORG,Avdjuškot,võimsalt,ka,Pühapäevaleht,",",Õhtuleht,",",televisioon,jne,.,Tegemist
2450,,LOC,jälgida,väljaande,hoiakut,ülimalt,aktuaalses,vene,küsimuses,:,erinevate,poliitiliste,vaadetega
2451,,LOC,",",maabeib,",",groupie-beib,ja,vene,beib,.,1997,Helen,Urbanik
2452,,LOC,Parimenta,.,Kontsern,suunab,piigi,vene,lugejate,rahakotti,.,Suvi,--
2453,,LOC,Tallinna,linnapea,Ivi,Eenmaa,ja,vene,kloun,Juri,Nikulin,.,Nädala
2454,,LOC,.,Neist,esimese,mõistis,kohus,vene,ajal,süüdi,riigivara,riisumises,eriti
2455,,LOC,kuna,Eesti,Panga,ametnike,suhe,prantsuse,keelega,ei,ole,kõige,parem
2456,,LOC,noor,naine,.,Valdab,vabalt,prantsuse,ja,inglise,keelt,.,Tema
2457,,LOC,Tuletõrje-,ja,Päästeamet,ei,taha,vene,autodega,tegemist,teha,.,Mati
2458,,LOC,ei,tea,mis,.,Et,vene,autode,hooldamine,on,liiga,töömahukas
2459,,LOC,Tuletõrje-,ja,Päästeameti,peadirektor,“,Vene,tehnika,on,professionaalsete,Rosenbauerite,kõrval
2460,,LOC,mees,on,ilmselt,erikoolitusel,olev,vene,sõjavang,.,Foto,on,tõenäoliselt
2461,,LOC,külje,all,hakati,välja,õpetama,vene,sõjavange,ja,ülejooksikuid,.,Canaris
2462,,LOC,kõrgematel,ülemustel,",",ülesandeks,oli,vene,raadiojaamade,pealtkuulamine,ja,sealt,saadud
2463,,LOC,LUURA,:,Keila-Joal,eriväljaõppel,olevad,vene,sõjavangid,mõisahoones,keha,kinnitamas,.
2464,,LOC,kaitseminister,William,S. Cohen,helistasid,oma,prantsuse,kolleegidele,.,Järgmiseks,hommikuks,oli
2465,,LOC,.,Ta,räägib,natuke,kanget,vene,keelt,.,Eestit,külastas,ta
2466,,LOC,.,Radikaalsed,on,1995.,aastal,Londoni,Royal,College,of,Arti,külalisprofessoriks
2467,,PER,“,My,Life,In,The,Bush,Of,Ghosts,”,(,1981
2468,,LOC,Saksa,foobia,on,haihtumas,ja,vene,foobiagi,käriseb,.,Jakobsonlus,on
2469,,LOC,võikalt,hapukat,raipehaisu,.,Pätsi,vene,palgaliseks,osutumine,on,juba,järellainetus
2470,,LOC,me,ei,saksa,ega,ka,vene,geopoliitilises,ruumis,",",vaid,erinevate
2471,,LOC,Tunnistagem,",",et,saksa,ja,vene,vastumängimisest,oleme,me,kannatanud,lääne-
2472,,LOC,.,Või,Norman,Daviese,“,Euroopa,”,.,Ei,mäleta,","
2473,,LOC,aastat,.,Poolasse,viisid,TRÜs,vene,filoloogiat,tudeerinud,Puu,õpingud,vahetusüliõpilasena
2474,,LOC,võõrkeeled,on,kodumaa,olusid,arvestades,vene,ja,inglise,keel,.,”
2475,,LOC,Aarne,",",miks,sa,nüüd,vene,keeles,luuletad,?,Minu,vene
2476,,LOC,vene,keeles,luuletad,?,Minu,vene,keele,õpetaja,oli,Stalin,.
2477,,LOC,ülikoolist,.,Eluaeg,olen,lugenud,vene,luuletajaid,.,Venekeelset,sahtliluulet,on
2478,,LOC,ikka,eesti,",",poola,ja,vene,keeles,",",aga,ega,ma
2479,,LOC,.,”,Aitasin,tõlgina,ka,vene,ärimehi,",",nägin,ära,sellegi
2480,,LOC,mul,laenatud,paratamatuse,sunnil,eesti,vene,koolide,materjalide,seast,.,Neid
2481,,LOC,",",ent,tema,elutööks,oli,vene,õigeusu,kirikute,monumentaalmaalide,loomine,nii
2482,ORG,LOC,Minu,suurim,personaalnäitus,Randersi,Kunstimuuseumis,Taanis,(,maalid,",",joonistused,","
2483,,LOC,jälle,kord,",",on,just,Briti,funk,(,või,soul,või
2484,,LOC,asi,liialt,kategooriliseks,.,Juba,vene,ajal,oli,teada,",",et
2485,,PER,",",”,nendib,Tross,.,Tamme,tagasi,makstud,laenuraha,Polarise,osa
2486,PER,LOC,Toivo,Asmer,ja,rahvastikuminister,Katrin,Saks,--,ei,ole,veel,valitsuse
2487,PER,LOC,:,Signe,Kivi,istub,Katrin,Saksast,eemale,",",teisele,poole,lauda
2488,,LOC,tähistas,Nokia,ühes,Briti,nädalaajakirjas,Londoni,moenädalat,.,Nii,geniaalselt,lihtne
2489,,LOC,.,Eesti,keele,käänded-pöörded,on,vene,lapse,jaoks,väga,rasked,","
2490,,LOC,ja,Kultuurifondi,esimees,eriti,toimekas,vene,rahvuskultuuri,taaselustamisel,",",üle,kogu
2491,,LOC,ta,ühes,avalikus,kirjas,muret,vene,keele,ja,kultuuri,tuleviku,pärast
2492,,LOC,(,viimased,kaks,on,pealegi,vene,filoloogid,),.,Mis,puutub
2493,,LOC,Pervozvannõi,ordeniga,",",millest,teine,vene,suurkuju,Aleksander,Solzenitsõn,oli,loobunud
2494,,LOC,ei,tule,Jeltsinilt,",",vaid,vene,rahvalt,.,SERGEI,STADNIKOV,VÕTI
2495,,LOC,The,Sunday,Times,",",London,Briti,õhujõududel,on,loomisel,uus,salarelv
2496,,LOC,",",mis,on,väidetavalt,esimene,Briti,õhujõudude,poolt,“,disainitud,”
2497,,LOC,ajalehed,",",et,Pätsil,oli,vene,hing,",",vene,kasvatus,ja
2498,,LOC,Pätsil,oli,vene,hing,",",vene,kasvatus,ja,vene,dollarid,.
2499,,LOC,hing,",",vene,kasvatus,ja,vene,dollarid,.,Ei,tea,","
2500,,LOC,mis,annab,välja,kõige,tähtsamaid,prantsuse,kirjandusauhindu,",",valis,kõigi,aegade
2501,,LOC,",",valis,kõigi,aegade,parimaks,prantsuse,raamatuks,18.,sajandi,kirjaniku,Choderlos
2502,PER,LOC,",",professionaalid,ja,diletandid,.,PARIISI,NÄITUS,ON,ILMA,kõhkluseta,esindusnäitus
2503,,LOC,propageeris,seda,Jean,Luc,Godard,prantsuse,uuest,lainest,",",pärast,seda
2504,,LOC,",",-,Venemaa,",",-,vene,",",-,Moskva,",",-
2505,,LOC,hindu,",",muhameedlik,",",(,vene-,),ortodoksi,",",Lääne,","
2506,,LOC,tsivilisatsioonid,",",sealhulgas,ka,“,Lääne,”,",",esmajoones,usu,põhjal
2507,,LOC,Semiosfäärist,”,.,Koostanud,ja,vene,keelest,tõlkinud,Kajar,Pruul,.
2508,,LOC,Mind,”,(,1990,",",vene,keeles,1996,),on,siiski
2509,,LOC,on,siiski,vaid,kogumik,varasemaid,vene,keeles,ilmunud,artikleid,",",mis
2510,,LOC,meil,müügil,on,.,Ka,prantsuse,strukturalism,",",kus,on,olulised
2511,,LOC,kujunes,paljude,tegurite,koostoimel,:,vene,formalism,",",informatsiooniteooria,",",deskriptiivne
2512,,LOC,kokku,kultuur,.,Kultuur,kui,vene,meelehaigus,Tartu-Moskva,koolkonna,üks,juhtfiguure
2513,,LOC,ületähtsustamine,Lotmani,moodi,on,pelk,vene,meelehaigus,.,Läänes,ei,ole
2514,,LOC,käsitlusi,“,mütopoeetikast,”,.,Londoni,ülikooli,professor,Pjatigorski,",",kui
2515,,PER,”,",",ütleme,“,Kate,Bush,”,.,Üritame,ehk,veel
2516,,LOC,Allianss,paberil,nii,eesti,kui,vene,keeles,.,Paberile,on,lisatud
2517,,ORG,Selle,nädala,peasündmus,Eestis,oli,keskerakonna,kunagise,ühe,juhttegelase,Mait,Metsamaa
2518,,ORG,et,just,sealtkaudu,on,rahastatud,keskerakonda,.,Kas,see,ongi,selle
2519,,ORG,lähedasem,äriettevõtete,juhtimisskeemile,.,Keskerakond,Keskerakonnas,juhib,kogu,valimiskampaaniat,nn,A
2520,,LOC,aru,.,“,Kuidas,öeldakse,vene,keeles,lärmakas,?,”,küsib
2521,,LOC,pikk,poiss,.,Emand,räägib,vene,keeles,",",kuidas,ta,kell
2522,,LOC,septembri,alguses,Moskva,rongis,ühe,vene,teatri,näitlejatega,toimunud,intsident,.
2523,,LOC,Katja,",",Fanja,ja,teiste,vene,plikade,omadega,.,Saidi,pealkiri
2524,,LOC,",",kelle,tegi,kuulsaks,skandaalne,vene,teleajakirjanik,Aleksandr,Nevzorov,.,End
2525,,LOC,paberilt,ülestunnistust,ette,lugemas,ja,vene,rahvalt,riigivastase,tegevuse,eest,andestust
2526,PER,LOC,asja,eeluurimise,ajal,põgenes,Roman,Soome,",",ehkki,oli,alla,kirjutanud
2527,,LOC,täitmisesse,väga,loominguliselt,",",kirjutab,vene,leht,Estonija,.,Lisaks,diagnoosile
2528,,LOC,",",aga,ta,ei,osanud,vene,keelt,",",sest,tema,perekond
2529,,LOC,.,Nad,ei,saa,aru,vene,keelest,.,Pärast,läksime,jooma
2530,,LOC,The,Sunday,Times,",",London,Briti,kuninglik,astronoom,on,julgelt,astunud
2531,,LOC,seltskonna,vaimseks,liidriks,",",uue,vene,avangardi,isaks,.,Ta,oli
2532,,LOC,vabast,ajast,kulus,vahepeal,jahtunud,vene,ahju,ülessoojendamisele,",",millega,nüüd
2533,,LOC,Tõsiasi,on,see,",",et,vene,suurimaid,nüüdisheliloojaid,Alfred,Schnittke,on
2534,,LOC,Venemaal,",",aga,hiljem,Eestiski,vene,kultuuri,paljusid,suurkujusid,",",täpsemalt
2535,,LOC,sest,kuuekümnendatest,alates,eksponeerisid,paljud,vene,vastaskultuuri,kunstnikud,end,salaja,paljudel
2536,,LOC,olema,umbes,250,lehekülge,",",vene,keeles,pisut,rohkem,.,“
2537,,LOC,palve,”,.,Juudi,soost,vene,helilooja,ja,dirigent,",",kes
2538,,LOC,Pierre,Bourdieu,on,viimase,aastakümne,prantsuse,tuntumaid,intellektuaale,",",jätkates,sealset
2539,,LOC,keelgi,on,midagi,hispaania,ja,prantsuse,keele,vahepealset,.,Rahvusvahelised,on
2540,,LOC,",",Ministry,of,Sound,",",London,),ning,kohalikud,vennad,DJd
2541,,LOC,.,Tänavamoe,kuumimaks,nimeks,on,Londoni,duo,Vexed,Generation,",",kes
2542,,LOC,-,Väga,hea,inglise,",",vene,ja,soome,keele,oskus,.
2543,PER,LOC,ta,.,Nüüd,helistas,Tarmo,Narva,kriminaalpolitsei,komissarile,.,Peagi,teatas
2544,PER,LOC,enam,temaga,rääkida,ja,soovitas,Narva,sõita,.,Kuna,rahapuudusel,mees
2545,PER,LOC,",",miks,kannatanu,ei,taha,Narva,sõita,",",et,asja,kiiremini
2546,,LOC,Esmalt,nägid,möödujad,aias,päevitamas,vene,keelt,kõnelevaid,näitsikuid,.,Siis
2547,,LOC,uksele,ladusas,eesti,keeles,kõnelevad,vene,meesterahvad,ja,soovisid,kohalike,elanike
2548,,LOC,on,dr.,Mumma,sõnutsi,20aastane,vene,mees,",",kelle,vaimne,pagas
2549,,LOC,kontrollitud,viha,.,Olles,õppinud,vene,koolis,",",on,tema,eesti
2550,,LOC,aktsendivarjund,.,Valdab,vabalt,ka,vene,ja,inglise,keelt,.,Ideid
2551,,LOC,kodanik,",",kuid,eelistab,rääkida,vene,keelt,.,Põhjanaabrite,kütusefirma,Crudex
2552,,LOC,eri,kohas,.,Üks,oli,London,ja,Fiorina,üks,eredamaid,mälestusi
2553,,LOC,välimusega,hamburgerikiosk,ja,küsida,lihtsas,vene,keeles,:,“,A,vodku
2554,,LOC,Telefoniputkade,seintele,on,kleebitud,üleskutsed,vene,rahvusest,noorsoole,--,ühinege,ja
2555,,LOC,Kümmekond,aastat,tagasi,kehtisid,veel,vene,reeglid,.,Enne,tänavale,pääsemist
2556,,LOC,kunagi,vastust,ei,tule,.,Briti,GP-l,murdis,Michael,Schumacher,jala
2557,,LOC,6.,",",seis,tasa,.,Euroopa,GP,:,vale,rehvitaktika,","
2558,,LOC,klaasist,Michael,Jacksoni,portree,",",vene,kunstniku,Olga,Tobrelutsu,maal,Leonardo
2559,,LOC,hullem,kui,soome,tango,või,vene,romanss,.,Põhiline,impulss,pärinebki
2560,,LOC,jagataks,nii,eesti,kui,ka,vene,keeles,.,Sotsiaalministeerium,võtab,endale
2561,,LOC,tulemusteta,.,Tsingisseri,kinnitusel,on,vene,erakonnad,ise,süüdi,",",et
2562,,LOC,Tallinna,kolides,läks,Tsingisser,aga,vene,kooli,",",mille,lõpetas,hõbemedaliga
2563,,LOC,hõbemedaliga,.,Vene,keel,ja,vene,kirjandus,olid,lõputunnistusel,ainukesed,neljad
2564,,ORG,:,Just,käis,siin,toimetuses,Õhtulehe,peatoimetaja,Hõbemägi,kelkimas,",",et
2565,,LOC,uus,konstellatsioon,.,Kasutades,ühe,vene,ajakirjaniku,sõnu,",",kuulus,nende
2566,,LOC,",",kuulus,nende,valimisteni,“,vene,poliitika,monopol,”,Edgar,Savisaarele
2567,,LOC,aktuaalne,.,Nimelt,olevat,kõik,vene,poliitikud,esinenud,valimiskampaania,ajal,vasakpoolsete
2568,,LOC,kes,on,võimul,.,Et,vene,poliitik,ei,saa,endale,lubada
2569,,LOC,ette,",",et,aastal,2007,vene,koolid,kaotatakse,.,See,tuleb
2570,,LOC,.,Ma,saatsin,nad,puhtas,vene,keeles,po,dalshe,(,pikalt
2571,,LOC,Ma,küsisin,",",milleks,talle,vene,pass,.,Mees,:,“
2572,,LOC,mina,tegin,ära,.,Ühelgi,vene,parteil,pole,praegu,midagi,taolist
2573,,LOC,1915,ja,pääses,tagasi,pärast,vene,revolutsiooni,.,-,Arendas,Pärnut
2574,,LOC,",",on,lahinguväljalt,kadumas,.,Briti,teadlased,on,avastanud,mooduse,","
2575,PER,LOC,.,Venelased,lubasid,Pu,Yi,Jaapanisse,toimetada,.,Selle,asemel,viidi
2576,,PER,avaldanud,oma,väited,raamatus,“,Saddami,varjus,”,--,kummalises,ülevaates
2577,,LOC,telekommunikatsiooniharidusega,inimene,",",kes,mõistis,vene,keelt,.,Seitsmekümnendate,alguses,oli
2578,,LOC,on,ta,seda,raamatut,paralleelselt,prantsuse,ja,provaansi,keeles,lugenud,juba
2579,,LOC,võimust,.,Nii,saksa,",",vene,kui,ka,eesti,ajal,on
2580,,LOC,kuud,.,Ta,võib,hommikul,prantsuse,tüdrukuga,välja,minna,",",ja
2581,,LOC,Bõkav,oma,uusi,jutte,ise,vene,keelde,.,Viimasel,ajal,on
2582,,LOC,.,Õnneks,saab,raamatukogus,lugeda,vene,ajakirju,",",mille,tellimine,Minskis
2583,,LOC,viis,läbi,referendumi,",",millega,vene,keelest,sai,teine,riigikeel,.
2584,,LOC,hetk,öelda,edasi,Tartu,ülikooli,vene,kirjanduse,õppejõudude,soovitus,?,Kuidas
2585,,LOC,ja,kindralite,.,Tartu,ülikoolis,vene,kirjandust,õpetanud,Ülle,Pärli,sõnul
2586,,LOC,ülepaisutatud,kujunduselemendina,",",angažeeritud,kummardusena,prantsuse,minimalismi,omaaegsele,liidrile,.,Concorde'i
2587,,LOC,on,paradoks,",",et,“,Ida-Euroopana,”,ei,teadvusta,end,õieti
2588,,LOC,the,Wall,”,.,Ehkki,vene,kunst,pakub,“,Läänele,”
2589,,LOC,Ehkki,vene,kunst,pakub,“,Läänele,”,nagunii,suuremat,huvi,ja
2590,,LOC,",",ukrainlase,Boris,Mihhailovi,",",vene,rühmituse,AES,",",kroaadi,Dalibor
2591,,LOC,Museetis,;,Eestis,on,esinenud,vene,skandalist,Oleg,Kulik,.,Samas
2592,,LOC,Elliott,",",kes,on,spetsialiseerunud,vene,kunstile,--,",",esitatakse,korraga
2593,,LOC,.,Nii,et,ka,“,Ida-Euroopa,”,kommunikatsioon,“,Ida-Euroopaga,”
2594,,LOC,“,Ida-Euroopa,”,kommunikatsioon,“,Ida-Euroopaga,”,toimub,nii,või,teisiti
2595,,LOC,Islam,vallutab,maailma,",",väidab,vene,kunstnike,grupp,AES,.,Kuidas
2596,,LOC,aeg,sellest,räägitakse,",",et,vene,ohvitserid,Eesti,passi,ei,saa
2597,,LOC,saab,...,”,Eduard,räägib,vene,keeles,",",vähe,ja,vaikse
2598,,LOC,laboratooriumiks,maailmas,.,Buigues,on,prantsuse,ettevõtja,",",kes,septembris,kaevas
2599,,LOC,kaudu,.,Tegelikult,on,Buigues,prantsuse,turismiagent,",",kes,armastab,seiklusi
2600,,LOC,analüüsi,",",võttis,temaga,ühendust,prantsuse,teadlane,",",kes,oli,huvitatud
2601,,LOC,ratastel,samuti,kindlalt,",",kuid,prantsuse,autole,kohaselt,on,tal,vedrustus
2602,,LOC,ja,autovõidusõitja,Arnis,Škesteris,.,Taani,vormel-3000,äss,Jason,Watt,jääb
2603,,LOC,kann,ja,pakutakse,üsna,maitsvaid,vene,ja,kaukaasia,köögi,saavutusi,.
2604,,LOC,maalis,.,Gachet,tundis,paljusid,prantsuse,moodsaid,kunstnikke,ning,kogus,nende
2605,,LOC,mida,täiendavad,teiste,18.,sajandi,prantsuse,kunstnike,repliigid,ja,koopiad,Chardini
2606,,LOC,",",veinimanustaja,seevastu,kõrge,Ühinenud,Euroopa,kultuuri,kuulutaja,.,Ometigi,on
2607,,LOC,kes,külmalt,ehitusplatsilt,baari,astudes,prantsuse,veini,lürpima,hakkab,.,See
