,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
5595,,PER,mäleta,.,Muinasjutt,räägib,Vana,Tooma,öölambist,.,Kunagi,ammu,","
5596,,ORG,Sobolevi,aktsioon,“,Sõnavabadus,”,TV1,eetris,pärast,saatekava,lõppu,oli
5597,,ORG,otsese,aktsiooni,ideed,.,Kuna,TV1,niikuinii,transleerib,pea,ööpäev,läbi
5598,,ORG,loomingut,.,Kammerorkester,Avanti,!,Estonia,kontserdisaalis,28.,novembril,.,“
5599,,LOC,mida,esitavad,Joshua,Bell,ja,London,Philharmonic,Orchestra,koos,Sir,Roger
5600,,LOC,",",mul,on,oma,raadiosaade,Londoni,Kiss,FMis,;,mängin,vähemalt
5601,,ORG,",",siis,on,see,“,I,',m,a,Man,”
5602,,ORG,see,on,Terry,Callieri,“,I'd,Rather,Be,With,You,”
5603,,LOC,aastal,sündinud,Silvia,Küüt,elas,Mustamäel,ühetoalises,korteris,.,Vanaproua,naabrid
5604,,LOC,õhupuhtuse,eest,võitleva,mittetulundusühingu,“,Balti,Õhk,”,asutajaliikmed,olid,teiste
5605,,LOC,põhiidee,teostamist,.,Ökoloogiaühingu,“,Balti,Õhk,”,pani,1996.,aasta
5606,,LOC,.,Juunis,registreeris,Pavluhhin,“,Balti,Õhu,”,küll,mittetulundusühinguna,ära
5607,,ORG,VASTUKAJA,VÄGA,KIIRE,RESTORAN,:,EE,kirjutas,",",et,lubatud,kiirusega
5608,,LOC,peakontor,ette,näeb,.,Väikese,Balti,riigi,valitsus,vastas,",",et
5609,,ORG,mõelda,.,Lisaks,veel,tulumaksuosakonnad,maksuametites,",",vigade,otsimine,revisjoni,korras
5610,ORG,LOC,kindlustas,see,samm,nappi,enamust,Tallinna,volikogus,--,Starostini,asendaja,Svetlana
5611,,ORG,oli,"1,5",mln,krooni,.,STVga,seotud,firma,käsutuses,on,kultuurikeskuses
5612,,ORG,sotsiaalministeeriumi,osakonnajuhataja,Heino,Vollrat,",",maksuameti,peadirektor,Aivar,Sõerd,ja,klubi
5613,,ORG,kuumas,klubis,heidavad,riided,seljast,maksuameti,peadirektor,",",Hansatee,peadirektor,ja
5614,,LOC,saun,),-,nr,7,Paldiski,mnt,3,(,nn,Paldiski
5615,ORG,LOC,veebruari,ööl,1956,süttis,Tartus,Riia,mäel,EPA,ehk,põllumajanduse,akadeemia
5616,LOC,PER,teada,",",mis,mulje,Kohtla-Järve,Merile,jättis,.,JEVGENI,KAPOV,Estonija
5617,,ORG,hommikul,rõõmud,jätkuvad,.,“,I,love,You,!,”,Ise
5618,LOC,PER,Karin,Laasmäele,oma,Rocca,al,Mare,erakoolis,õppealajuhataja,kohta,.,Epiloog
5619,PER,ORG,ja,--,nagu,Adtranz,',I,näitel,võib,järeldada,--,ka
5620,,LOC,suuromanik,ja,valitseja,.,Ühispanga,nõukogu,liige,.,SIIN,ON,PANDI
5621,,LOC,kabinetis,.,Omaette,hoiab,Hansatee,nõukogu,esimees,Toivo,Ninnas,.,Ninnas
5622,,LOC,samasugune,maskott,nagu,Ühispangas,tolle,nõukogu,esimees,Aare,Urm,.,Kuid
5623,,LOC,voodisseminek,oli,mõnikord,“,nagu,nõukogu,koosolek,”,.,Safra,põetaja
5624,,PER,Bürgenlandi,lõunaosas,",",St,.,Martini,väikelinnas,",",mida,tähistab,tilluke
5625,LOC,PER,maja,koos,maalapiga,St,.,Martinis,ja,alustas,tööd,sealse,maailma
5626,,PER,ning,on,ka,St,.,Martini,projekti,ellu,viies,ümbritsevas,maailmas
5627,,PER,Kodus,”,",",St,.,Martinis,oma,majades,käituvad,objektid,sootuks
5628,,PER,ja,tööd,.,St,.,Martini,külake,ilmutab,hämmastavat,kunstipärast,suhtumist
5629,LOC,PER,.,Oma,hoonetega,St,.,Martinis,on,Walter,Pichler,ehitanud,niisuguse
5630,,LOC,lootus,finaalturniirile,pääseda,õrnõhuke,:,Holland,on,meile,lihtsalt,kättesaamatus,kauguses
5631,,LOC,kauguses,;,Lõuna-Euroopa,mängustiili,harrastav,Portugal,võõravõitu,;,Iirimaa,britisaarelikult,põline
5632,,LOC,tugevama,Šoti,koondise,üle,.,Portugali,mainekate,klubide,Benfica,ja,Boavista
5633,,ORG,oma,lennuhirmust,üle,saab,ja,MMil,osaleb,),on,jalgpallisõpradele,nii
5634,,LOC,eesti,keeles,mahlakalt,.,“,Eesti,keeles,ei,ole,ülim,nappus
5635,,LOC,hulgas,Botticelli,“,Veenus,ja,Mars,”,",",Verrocchio,“,Tobias
5636,,LOC,Bojmans,Van,Beuningen,Näitus,“,Hollandi,klassitsism,”,--,ajaloolistest,teemadest
5637,,LOC,nagu,1983.,aastal,“,Lugudes,Viini,metsadest,”,Endlas,.,Igal
5638,ORG,LOC,Lavastaja,:,Peter,Bicknell,(,London,),Kunstnik,:,Iir,Hermeliin
5639,,ORG,Foxi,elurõõmus,titehääl,:,“,I,made,this,.,”,KADI
5640,,ORG,romaanitriloogia,“,Haapsalu,tragöödia,”,I,raamat,",",mis,jutustab,Ruhnu
5641,,ORG,olnud,meeldejäävamat,teksti,kui,“,Päevalehe,”,Arkaadia-lisas,ilmunud,“,Olen
5642,,LOC,muus,maailmas,toimuvaga,",",isegi,nõukogude,ajal,käisime,enam-vähem,samas,rütmis
5643,PER,LOC,kogemus,Von,Krahlist,.,Sealsel,Balti,paganliku,metalli,kontserdil,oli,leedu
5644,,LOC,(,lugege,Hvostovi,“,Mõttelist,Eestit,”,),.,Kuigi,muusikaliselt
5645,,ORG,nagu,aeglane,grunge,(,“,I,Got,You,--,heroiinihümn,)
5646,,LOC,Splinter,”,(,Virgin,),Briti,punt,Sneaker,Pimps,oli,ju
5647,,ORG,(,Matador,),What,can,I,say,?,Jälle,keelpill,","
5648,,LOC,kosmos,on,jätkuvalt,up,.,Briti,punt,Blur,ei,ole,loobunud
5649,,PER,.,Kohale,olid,tulnud,mõned,Mihkli,tuttavad,",",kelle,arvates,on
5650,,ORG,pärast,kõigi,paranduste,lõpuleviimist,.,Ekspress,võiks,lähemalt,vaadata,",",mis
5651,LOC,PER,.,(,Ta,on,praegu,Merita,klient,.,),Kas,olid
5652,,ORG,veel,väga,palju,kukkunud,.,Hoiupangaga,oli,teine,lugu,.,Seal
5653,,ORG,4.,Mujalt,saadi,uus,laen,Hoiupanga,tippjuhid,jäid,pangale,mitukümmend,miljonit
5654,,ORG,Ruben,polnud,seda,deklareerinud,ja,maksuamet,lasi,tema,maja,arestida,.
5655,,PER,seda,",",kui,Inge,hakkas,Meelisele,silma,viskama,.,”,Anonüümkiri
5656,ORG,LOC,Mälbergile,1978.,aastal,ajalehe,Vetšerni,Tallinn,jaoks,",",kui,ehitusministeeriumi,süsteemis
5657,,ORG,erakonkurentide,rahavood,kuivasid,kokku,.,TV1,uued,omanikud,vallandasid,sel,nädalal
5658,,LOC,avaldas,peadirektorile,umbusaldust,",",kuid,nõukogu,läks,siis,Lepaga,kompromissile,.
5659,LOC,PER,hoida,.,Pisut,varem,lubas,Lepp,teha,Soome,MTVga,koos,kommertskanali
5660,,LOC,kinni,hoopis,Valgas,.,Liia,Nõmmel,ei,jää,muud,üle,","
5661,,LOC,projekti,koostamine,.,Kui,Liia,Nõmmel,on,vaja,näiteks,infot,pangast
5662,,LOC,toimuvad,!,Õhtul,tuleb,Liia,Nõmmele,meelde,",",et,sööma,ta
5663,,ORG,1895,-,-1968,),lõpetas,I,maailmasõja,ajal,Sevastoopoli,lennukooli,ning
5664,,ORG,allakirjutanu,sugulane,--,P,.,K,.,),.,Plastdetailidest,pannakse
5665,ORG,LOC,teostasid,Moskva,munitsipaalmiilits,",",IFPI,Moskva,ja,RAPO,(,Motion,Picture
5666,,ORG,liit,ei,pane,lootust,ainult,maksuametile,",",vaid,teeb,ise,oma
5667,,ORG,tekib,küsimus,:,milleks,on,maksuamet,?,“,Meie,ootame,","
5668,,ORG,ära,teha,",",”,vastab,maksuameti,peadirektor,Aivar,Sõerd,.,Tallinna
5669,,ORG,midagi,ette,võtta,",",lisab,maksuameti,juht,.,Liidu,koosolekul,võeti
5670,,LOC,The,Sunday,Times,",",London,Briti,biotehnoloogiafirma,kavatseb,läbi,viia,esimese
5671,,LOC,Ühendatud,Kuningriigi,liikidevahelist,siirdamist,koordineeriv,nõukogu,välja,andma,uusi,juhiseid,","
5672,PER,ORG,.,Barrichello,näitab,klassi,Irvine'i,Ferraris,asendanud,Rubens,Barrichello,on,seni
5673,,ORG,“,Kui,me,tuleval,aastal,MMil,lõpetaksime,samas,järjekorras,",",oleksin
5674,,ORG,?,Mis,saab,uuendustest,Lahti,MMil,ja,Salt,Lake,City,taliolümpial
5675,,ORG,programmi,.,Kui,2001.,aasta,MMil,Lahtis,on,kavas,nii,sprint
5676,,ORG,kahe,löökpilliloo,",",“,Motus,I,”,ja,“,Motus,II
5677,,ORG,Uibo,;,-,“,Motus,I,”,löökpillidele,Ingolstadtis,9.,juulil
5678,,LOC,",",vaid,kodakondsus,.,Kasvamine,nõukogude,ühiskonnas,jätab,pitseri,kogu,eluks
5679,,LOC,mõnusat,äratundmist,kõigile,",",kes,nõukogude,ajal,TRÜs,õppinud,.,Hiram
5680,ORG,LOC,nõu,saada,",",pöördus,EE,Tallinna,kõige,kõrgemasse,majja,",",Ühispanka
5681,,LOC,seitse,liiget,.,Ühispanka,esindasid,nõukogu,esimees,Aare,Urm,",",president
5682,PER,ORG,nende,voolujoonelistes,poplauludes,partnerlus,--,I,love,you,",",you,pay
5683,,LOC,vastupidi,--,Pet,Shop,Boys,Praha,Spordihallis,oli,just,niisama,pilkane
5684,,ORG,osa,loo,“,What,Have,I,Done,To,Deserve,This,?
5685,,LOC,.,Tantsida,!,Minul,!,Briti,kuninganna,alamal,!,See,pidavat
5686,,LOC,läks,ja,lõpuks,tundmatuseni,moonutatuna,Londoni,prügimäelt,üles,leiti,",",hakkasime
5687,PER,LOC,laupäeval,kõigi,teie,ees,Club,Hollywoodi,klubiüritusel,“,Freel,”,","
5688,,ORG,Randy,Crawford,“,One,Day,I,',ll,Fly,Away,”
5689,PER,ORG,”,?,Chaka,Khan,“,I,Feel,For,You,”,.
5690,,LOC,.,Kuulake,parem,õhtust,rongimürinat,Balti,jaama,kohvikus,koos,savuga,.
5691,,ORG,Small,“,Now,Phats,What,I,Small,Music,”,(,Multiply
5692,,ORG,usub,tõsiselt,",",et,üks,EE,nädalaplaat,peabki,kõlama,nagu,Supergrass
5693,ORG,PER,hümniga,.,Ka,Savisaare,ja,Vähi,ja,Siimanni,režiimide,ajal,hoidis
5694,,LOC,:,Holland,on,kättesaamatu,",",Portugal,võõravõitu,(,P.S.,Eesti,on
5695,,ORG,",",Andorra,jne,oleksid,osalenud,EMil,või,MMil,.,VAIDO,TENSO
5696,,ORG,jne,oleksid,osalenud,EMil,või,MMil,.,VAIDO,TENSO,TPÜ,kehakultuuritudeng
5697,,LOC,vaevalt,",",et,Eestil,õnnestub,Portugali,võita,--,aga,üle-eelmise,MM-valiktsükli
5698,,ORG,välja,jätta,",",16.,dets,EE,oli,aga,üle,paari,kuu
5699,,ORG,tihemini,näha,sedasorti,terviklikult,tasemel,EEd,",",nagu,seda,oli,16.
5700,,ORG,nagu,seda,oli,16.,dets,EE,",",mis,ei,tähenda,","
5701,,ORG,Laar,kaevandab,24.,novembril,1999,Estonia,kaevanduses,põlevkivi,.,MART,LAAR
5702,ORG,LOC,.,Marianne,Mikko,(,ETV,Brüsseli,korrespondent,),:,Tiit,Vähi
5703,,PER,ja,erakonnakaaslane,),:,Küllap,Mart,ikka,kraadi,võrra,professionaalsem,on
5704,,PER,",",et,no,kui,juba,Mart,peaminstriks,pannakse,",",võib,minusugune
5705,,PER,(,vana,tuttav,),:,Mart,pole,selline,tüüp,",",kes
5706,ORG,PER,Linna,:,Toronto,ülikoolis,pidas,Mart,1988,sellise,isamaalise,kõne,","
5707,LOC,PER,avalikus,arvamuses,üldiselt,kõrge,",",Kallasel,aga,kogu,aja,allapoole,läinud
5708,,PER,Viik,(,nõunik,),:,Mart,kujundas,endale,ise,äärmiselt,vinge
5709,,ORG,ja,otsustada,.,Äripäeva,eksperiment,Äripäeva,reporter,Peep,Sooman,asub,ajakirjandusliku
5710,ORG,LOC,räägib,Pärn,.,Sellele,vaatamata,Haabersti,halduskogu,lähteülesannet,ei,kinnitanud,.
5711,ORG,LOC,teist,sorti,autokütust,.,Statoil,Eesti,peadirektor,Epp,Kiviaed,leidis,pettuse
5712,,LOC,The,Sunday,Times,",",London,Briti,valitsus,kavatseb,hakata,osalema,rahvusvahelistes
5713,,LOC,tähelepanuta,",",kuni,kaks,hiljutist,Hollywoodi,filmi,--,“,Armageddon,”
5714,ORG,LOC,Bailey,küsib,Füüsika-,ja,Astronoomiauuringute,Nõukogult,raha,robotteleskoobi,paigaldamiseks,mäele,Kanaari
5715,,LOC,",",selgub,kord,nädalas,ilmuvas,Briti,teadusajakirjas,New,Scientist,avaldatud,uurimistööst
5716,,ORG,tegele,aruandlusega,.,Ka,Eesti,maksuamet,ei,ole,näinud,Bassey,tuludeklaratsiooni
5717,,LOC,skeemi,tarvitasid,ka,Hansapanga,eelmine,nõukogu,esimees,Hannes,Tamjärv,ning,pangas
5718,,ORG,läksid,aktsiamüügist,saadud,miljonid,?,Hoiupanga,suuromanikud,mahitasid,musta,äri,Kõige
5719,,LOC,Marcel,Vichmann,ja,suuromanikke,esindav,nõukogu,",",et,pattu,võiks,siluda
5720,,LOC,seadus,seda,ei,lubanud,.,Nõukogusse,kuulusid,sellised,lugupeetud,äritegelased,nagu
5721,,LOC,valitsuseski,.,Poliitikutest,koosnev,erastamisagentuuri,nõukogu,nõustus,Silmeti,müügil,silma,pilgutamata
5722,,LOC,Poliitikuid,leidus,Hüvitusfondi,ja,Ühispanga,nõukogus,",",nad,juhtisid,kõige,kõrgemal
5723,,ORG,.,Suvel,otsisid,politsei,ja,maksuamet,jõhkralt,läbi,Diveci,peakorteri,ja
5724,,LOC,ise,aga,otsisid,partnereid,pealetungivate,balti,(,läti,",",leedu,)
5725,,ORG,.,Enamik,neist,sai,nii,esi-,kui,tagaistujate,turvalisuse,hindeks,maksimaalsed
5726,,LOC,ka,pole,--,sõja-aastad,ja,nõukogude,periood,.,Iseseisva,Eesti,kodanikuna
5727,,LOC,ei,pääsenud,.,Tuli,esimene,nõukogude,okupatsioon,",",maailmasõda,",",taas
5728,,LOC,ümbritses,eriline,aura,.,Karmil,nõukogude,ajal,oli,Keresel,võimalus,osaleda
5729,LOC,PER,vastassooga,toimetuleku,jõust,on,veel,Tiina,kätte,usaldatud,",",aga,enesekindlus
5730,,LOC,niheletakse,ja,kõhistatatakse,pugejalikult,nagu,nõukogude,ajal,mõni,direktor,",",kui
5731,,LOC,(,Thames,and,Hudson,",",London,),leheküljel,140,tabab,eestlasi
5732,,LOC,ooperit,mängitakse,kui,piltlikku,satiiri,nõukogude,okupatsioonirežiimist,Saksamaal,.,Tegelased,on
5733,,LOC,tagasihoidlikesse,kostüümidesse,",",sõdurid,kannavad,nõukogude,armee,vormirõivast,meenutavat,univormi,","
5734,,LOC,novelle,",",mida,on,avaldatud,nõukogude,ajal,ka,eesti,keeles,.
5735,PER,LOC,kunagine,menubändi,Virmalised,solist,Kurmet,Stockholmis,ja,tegeles,tervisepreparaatide,ja,-
5736,,LOC,karistas,Tallinna,ringkonnakohus,“,Rapla,Hollywoodi,”,rajajat,Toivo,Kurmetit,tagaselja
5737,,ORG,pank,ronib,ikka,kukile,!,EE,kirjutas,",",et,Ühispank,võttis
5738,,ORG,",",et,Ühispank,võttis,Sõnajala-vendadelt,TV1,aktsiad,",",lukskorterid,Tallinna,kesklinnas
5739,PER,LOC,niigi,piisavalt,head,!,KATRIN,SAKS,rahvastikuminister,Ei,ole,ostnud,tikke
5740,,LOC,.,Gustav,Naan,",",eesti,nõukogude,seksist,",",kosmoloog,",",kosmopoliit
5741,,LOC,on,abielu,kvaliteet,.,Eesti,nõukogude,intellektuaalide,emantsipatsiooni,tähtis,taganttõukaja,.
5742,,ORG,Hiljemgi,on,mitmed,eesti,naised,K,.,H,.,mõjutusel,abiellunud
5743,,ORG,armastasin,venelast,”,),.,K,.,H,.,maailmakuulsus,põhineb
5744,,LOC,),Rutu,mäe,veerele,.,Vene,ajal,asus,siin,raketibaas,","
5745,,PER,peavad,seda,püüdma,.,Küsin,Martinilt,",",mille,poolest,erineb,kriket
5746,,PER,töö,võttis,palju,aega,.,Martin,tahtis,tegutseda,firmas,",",kus
5747,,LOC,otsustas,.,Mõjus,vana,hea,Inglismaa,ihalus,--,keerad,tagurpidi,ja
5748,,PER,sugulase,kaudu,ilmusid,päevavalgele,14,Tuglase,kirja,Allasele,aastatest,1905,-
5749,,ORG,pihtimused,.,27,Uued,teooriad,Estonia,hukust,ja,kapten,Pihti,saatusest
5750,ORG,PER,koerad,linnas,.,69,Lii,Unt,ja,tema,kassid,.,70
5751,LOC,PER,Maapank,.,90,Rocca,al,Mare,erakool,.,91,Dr,Sõritsa
5752,,ORG,suur,on,Enno,Tamme,võlg,maksuameti,ees,?,33.,Kes,lasi
5753,PER,LOC,sissejuhatus,.,Tallinn,",",Club-,Hollywood,.,Kell,22.00,.,Electric
5754,ORG,LOC,),.,DJd,Raitis,(,Riia,),",",Koldun,",",Aivar
5755,PER,LOC,.,Suure,tõenäosusega,saatis,ettekande,Brüsselist,teele,kolonel,Vello,Loemaa,","
5756,ORG,PER,ka,luureteenistuste,koordinaatori,Eerik,Niiles,Krossi,tegevteenistuse,lepingut,.,Peastaabis,on
5757,,PER,luureteenistuste,eesotsas,olev,Eerik,Niiles,Kross,palus,kaitsepolitseil,Postimehes,ilmunu,peale
5758,ORG,LOC,viie,paiku,.,-,Endine,Nõukogude,armee,raadioluure,major,.,-
5759,,PER,eriti,ei,huvita,.,”,Jaanuse,hääl,Hiiumaal,telefonis,on,rõõmus
5760,,PER,neljanda,kursuse,tudengina,.,“,Nüganen,tegi,ikka,väga,riskantse,otsuse
5761,,ORG,on,kibekiiresti,refereerinud,eelmisel,päeval,EEs,ilmunud,lugu,Tartus,tegutsenud,lasteahistajast
5762,,LOC,kunagi,Ameerikas,ja,mõnitasid,hiljem,nõukogude,ajakirjanduses,Fordi,tehast,ja,ameerika
5763,PER,LOC,Kolsar,.,Tallinn,",",Club,Hollywood,.,Kell,22.00,.,Speculative
5764,PER,LOC,Ladies,Night,Tallinn,",",Club,Hollywood,.,Kell,22.00,.,Õrnemale
5765,,ORG,VEDLER,Mis,juhtus,?,Parvlaev,Estonia,oli,uppumisööl,septembris,1994,kehva
5766,,LOC,torm,.,Mida,arvamusliidrid,ütlesid,Briti,lõhkeaine-asjatundja,Brian,Braidwood,:,“
5767,,ORG,laevahuku,kahju,kinni,maksma,.,Estonia,oli,kindlustatud,60,miljoni,dollari
5768,,ORG,tõttu,vähetõenäoline,.,Pommiversioon,jääb,Estonia,hukku,veel,aastaid,varjuna,saatma
5769,,ORG,ütlesid,“,852,surmaga,oli,Estonia,uppumine,suurim,rahuaja,laevaõnnetus,Euroopas
5770,,ORG,.,Kirjeldused,Korruptsiooni,(,edaspidi,K,),vanim,teadaolev,kirjeldus,on
5771,,ORG,paigas,.,Pärast,Kautilyat,on,K-st,kirjutatud,vähe,või,mõõdukalt,","
5772,,ORG,normaalset,majandamist,.,Mingit,strateegiat,K,ohjeldamiseks,välja,mõeldud,pole,","
5773,PER,ORG,pikkadel,vahemikel,“,sööb,”,K,ennast,ise,(,kahaneb,)
5774,,ORG,iseennast,.,Juhtum,Jaana,Padrik,K,klassikaline,variant,on,altkäemaks,.
5775,,ORG,et,saated,ongi,viletsad,.,Päevalehe,arvamustoimetaja,Urmet,Kook,arvab,","
5776,,ORG,Roosimägi,elanud,ei,ole,.,EE,leidis,põhjaliku,juurdluse,käigus,üles
5777,,ORG,LOOS,“,SEKSMÕMMIKU,ILMUMINE,”,EE,NR,1,on,keeletoimetaja,eksituse
5778,,PER,me,rahvuslipp,Meie,käime,tip-tip-tip,Meelis,näe,nüüd,kõrge,VIP,TSM
5779,,LOC,Karu,”,on,projekteeritud,koostöös,Londoni,reklaamitegijatega,.,Kui,kohe,ei
5780,,ORG,lehes,olid,pommid,lk,10,Estonia,ninas,ja,33,vaktsineerija,jala
5781,,PER,FAKT,:,Nii,",",keegi,müürsepp,on,Eesti,Ekspressi,kohtusse,kaevanud
5782,,PER,ja,siis,nad,palkasid,selle,müürsepa,",",et,too,paar,vaheseina
5783,,PER,üles,ehitaks,.,Aga,see,müürsepp,",",tuli,välja,",",tundis
5784,,PER,.,Ja,nüüd,nõuab,see,müürsepp,siis,Ekspressi,käest,valuraha,.
5785,,PER,nüüd,on,tagajärg,käes,--,müürsepp,on,lehe,kohtusse,kaevanud,!
5786,,ORG,Urm,on,raudtee,turundusdirektor,.,Hoiupangast,minema,aetud,Priit,Haller,töötab
5787,,LOC,meeste,sekka,",",kes,on,nõukogude,ajast,raudteed,valitsenud,.,Juchnewitschit
5788,,LOC,",",”,räägib,Eesti,Raudtee,nõukogu,esimees,Ardo,Ojasalu,.,Kuid
5789,,LOC,lasi,Juchnewitsch,uued,hinnad,eelnevalt,nõukogul,heaks,kiita,.,Ta,kindlustas
5790,,LOC,eraldiseisev,üksus,",",mis,kuulus,nõukogude,ajal,Riia,alluvusse,.,2.
5791,,LOC,seda,.,6.,Valga,depoo,nõukogu,esimees,Aare,Viira,pakub,Eesti
5792,,ORG,oluline,probleem,",",”,nendib,maksuameti,direktor,Aivar,Sool,.,Kui
5793,,ORG,aega,.,Soola,kinnitusel,loodab,maksuamet,eelmise,aasta,lõpul,sisse,viidud
5794,,ORG,ja,väita,",",et,pole,maksuameti,hoiatusest,midagi,kuulnud,.,“
5795,,ORG,kadunuks,jäävad,",",siis,on,maksuametil,vähemalt,alust,politseisse,pöörduda,.
5796,,ORG,mina,tegin,ära,ja,läks,K,(,teine,poiss,--,toim.
5797,,ORG,siis,tegi,K-le,.,Siis,K,ka,lõpetas,ära,ja,siis
5798,,ORG,Selle,ajani,oli,setudel,piisanud,ees-,ja,isanimest,.,Näiteks,kui
5799,ORG,PER,löö,last,”,avalöök,ajakirja,Anne,tagumisel,sisekaanel,mõjub,hirmutavalt,.
5800,ORG,LOC,sidet,Eesti,Mobiiltelefon,",",Radiolinja,Eesti,ja,Q,GSM,.,Maapiirkondades
5801,LOC,ORG,tulemusena,on,viinaturu,absoluutsest,liidrist,Livikost,saanud,23protsendilise,turuosaga,tavaline,tegija
5802,,ORG,I,.,D,.,E.A. Väärtpaberite,AS,.,Üleandmisdokumentidesse,kirjutas,Klimov,aga
5803,,ORG,Siis,selgus,ka,pettus,:,I,.,D,.,E,.
5804,,ORG,olid,aga,oma,nõuded,esitanud,I,.,D,.,E,.A-le
5805,,ORG,",",üllataval,kombel,nüüd,juba,I,.,D,.,E.A. Väärtpaberite,ASi
5806,,LOC,jõustumisest,.,Riigikogu,nimetanuks,selle,nõukogusse,neli,liiget,endi,hulgast,.
5807,,LOC,aastat,Eesti,Kultuurifondi,.,Kultuurifondi,nõukogu,tollased,liikmed,tunnistavad,avameelselt,","
5808,,ORG,müüb,uue,meediakontserni,XXL,.,EE,omanik,Cresco,ettevõtte,mõnele,välisinvestorile
5809,PER,LOC,miljonit,krooni,",",mille,Eenmaa-Kelus-Hage,Leetu,keerutasid,",",siis,teistpidi,off-shore-firmade
5810,,LOC,võimalik,sõlmida,leping,NRG,Energyga,Narva,elektrijaamade,erastamiseks,",",kuid,säilitada
5811,,LOC,maailmas,",",meil,on,see,nõukogude,aja,jäänuk,ja,kaob,tõenäoliselt
5812,,LOC,12.,jaanuarist,Tallinna,Linnagaleriis,(,Harju,tn.,13,),.,Leiutajad
5813,,LOC,relvadeta,.,See,oli,ju,nõukogude,aeg,",",lennukite,alt,rakettide
5814,,ORG,hell,is,going,on,in,Estonia,?,”,Etenduse,idee,oli
5815,,LOC,Meigas,--,leiab,uue,asukoha,Mustamäel,.,Konstruktsioon,läheb,esmalt,restaureerimisele
5816,,LOC,",",Moreau,.,Prerafaeliitide,looming,Londonist,.,Juugendi,meister,Beardsley,.
5817,,ORG,.,Kunstnikuna,tegi,ta,raamatukujundusi,EK,$,i,varajastele,väljaannetele,(
5818,,PER,Kivisildniku,kassett,poeemist,“,Märg,Viktor,”,",",“,Likõ,Viktor
5819,,PER,Viktor,”,",",“,Likõ,Viktor,”,),ning,teda,võis
5820,,LOC,),ja,Felix,Buxton,.,Londoni,duo,",",kes,alustas,90ndate
5821,,ORG,”,3.,The,All,seeing,I,",",“,Pickled,Eggs,&
5822,,ORG,6.,Auburn,Lull,“,Alone,I,Admire,”,Travis,“,The
5823,,ORG,Paul,Johnson,“,The,Groove,I,Have,”,Q-Tip,“,“
5824,,ORG,PIHEL,1.,Kahimi,Karie,“,K,.,K,.,K,.
5825,,ORG,Kahimi,Karie,“,K,.,K,.,K,.,K,.
5826,,ORG,“,K,.,K,.,K,.,K,.,K,.
5827,,ORG,.,K,.,K,.,K,.,K,.,”,2.
5828,,ORG,.,K,.,K,.,K,.,”,2.,Basement,Jaxx
5829,,ORG,Mary,”,4.,Moloko,“,I,',m,Not,A,Doctor
5830,,LOC,“,Ultra,Obscene,”,3.,London,Elektricity,“,Pull,The,Plug
5831,,LOC,Crossi,butiikidesse,.,Kuri-Martin,ruulib,Briti,kultusfirma,Silas,(,põhiliselt,jumaldatud
5832,ORG,LOC,sünni,viimane,laine,tekitas,Tallinna,Tai,toitudele,spetsialiseerunud,restoranid,.,Neist
5833,PER,LOC,.,Rotangtoolid,annavad,väikese,vihje,Tai,suunas,ja,on,vaatamata,oma
5834,PER,LOC,ka,täismeest,.,Saalis,kõlavad,Tai,poplaulud,",",mis,oma,magusimala
5835,,ORG,ilmumisel,kaob,ta,silmapiirilt,.,Ekspressi,fotograafi,ei,soovinud,ta,üldse
5836,PER,LOC,On's,ta,ilus,--,too,Maroko,",",too,prohveti,rahva,","
5837,,ORG,koos,Tartu,Raekoja,platsil,asuvas,Hoiupanga,kontoris,ning,reserveerisid,vajaliku,sularahasumma
5838,PER,ORG,läks,ta,koos,elukaaslase,Annelaga,Hoiupanga,kontorisse,.,Naine,kontrollis,pangakaardiga
5839,,PER,Henrik,(,8,),ja,Anna,(,7,),möödunud,jõulude
5840,PER,LOC,ema,kaela,.,Prokurör,Külli,Saksa,sõnul,väitis,Pütsepp,hiljem,kohtus
5841,PER,LOC,suure,suliga,",",kes,pumpas,Groznõi,rahakotist,välja,miljoneid,",",kasutades
5842,PER,LOC,.,Aastani,1996,oli,Gantamirov,Groznõi,linnapea,.,Vene,maksumaksja,arvel
5843,,ORG,midagi,head,teen,!,Tõlkinud,K,.,A,.,ELEVANTS,Otto
5844,,ORG,mania,grandiosa,kokku,kukkumist,.,Päevalehes,maha,hõigatud,viis,miljonit,dollarit
5845,,LOC,keskpaiku,otsustas,Eesti,Filmi,Sihtasutuse,nõukogu,“,Karu,südame,”,rahastamise
5846,PER,LOC,suurendas,.,EFSi,juhataja,Jüri,Tallinn,usub,",",et,Sepping,oli
5847,,ORG,täispikast,mängufilmist,“,Made,in,Estonia,”,esialgu,vaid,und,näha
5848,ORG,LOC,.,Oktoobris,kirjutas,Eesti,Ekspress,Viimsi,vallamajast,poole,kilomeetri,kaugusel,tegutsevast
5849,,LOC,üles,kruvima,.,Nii,soetas,Mustamäele,sisse,kirjutatud,Vladimir,Dragunov,neli
5850,PER,LOC,korterid,osta,”,.,Läbimurre,Tartu,mnt,läbimurdel,Abilinnapea,Ants,Leemets
5851,,LOC,nad,kõik,kurjad,",",justkui,nõukogude,võim,oleks,neile,midagi,halba
